proyecto,id_expediente,tipo,estado,region,hito_pre_adenda,tiene_icsara,n_pacs,n_adendas,n_icsaras,dias_ingreso_a_admisibilidad,dias_admisibilidad_a_solicitud,dias_solicitud_a_icsara1,dias_icsara1_a_pac1,dias_pre_adenda_a_adenda1,dias_solicitud_a_ice,dias_ultima_adenda_a_ice,dias_ice_a_rca,dias_totales_ingreso_a_rca,dias_habiles_ingreso_a_admisibilidad,dias_habiles_admisibilidad_a_solicitud,dias_habiles_solicitud_a_icsara1,dias_habiles_icsara1_a_pac1,dias_habiles_pre_adenda_a_adenda1,dias_habiles_solicitud_a_ice,dias_habiles_ultima_adenda_a_ice,dias_habiles_ice_a_rca,dias_habiles_totales_ingreso_a_rca
Continuidad Operacional Central Térmica Atacama,2160483691,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,69,,70,239,23,22,266,3,0,46,,49,163,16,16,182
Modificación Línea de Transmisión 2 X 220 kV Crucero - El Abra,2160461467,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,4,0,45,,88,342,28,28,374,2,0,30,,61,232,20,18,252
Obras Complementarias y Ajustes Operacionales Mina Chuquicamata Subterránea,2160526080,DIA,Desistido,Región de Antofagasta,,False,0,0,0,5,0,,,,,,,,3,0,,,,,,,
Ampliación de Zona de Extracción en Pozo Lastrero 2,2160304431,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,47,,94,271,28,21,298,4,0,30,,66,183,19,15,202
"Cultivo Comercial de Dorado (Seriola lalandi), en el Sector Punta Tórtolas 2, al Oeste de Punta Tórtolas, Comuna de Tal Tal, Provincia de Antofagasta - Región de Antofagasta PERT N° 212024005",2160267987,DIA,No calificado,Región de Antofagasta,,False,0,0,0,3,0,,,,,,,,3,0,,,,,,,
"Proyecto de ampliación del depósito de ripios y continuidad operacional de Planta Taltal, ENAMI",2159850695,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,6,0,48,129,28,479,25,26,511,4,0,31,88,20,323,18,17,344
Modificación Centro de Residuos de Mejillones,2159957804,DIA,Desistido,Región de Antofagasta,,False,0,0,0,22,0,,,,,,,,14,0,,,,,,,
Obras Eléctricas y Área para Extracción de Áridos al Interior de Minera Escondida,2159756862,DIA,Aprobado,Región de Antofagasta,ICSARA,True,2,2,2,15,0,45,124,98,234,25,27,276,10,0,31,82,64,159,18,18,187
"Cultivo comercial de dorado (Seriola lalandi), en el sector Punta Colipí, al suroeste de Punta Colipi, comuna de Tocopilla, provincia de Tocopilla - Región de Antofagasta. PERT N° 212021001",2159829825,DIA,Otro,Región de Antofagasta,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
"Cultivo comercial de dorado (seriola lalandi), en el sector Punta San Sedro, al suroeste de Punta San Pedro, comuna de Tal Tal, provincia de Antofagasta - región de Antofagasta. pert n° 212024002",2159830364,DIA,Otro,Región de Antofagasta,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
"Cultivo comercial de dorado (seriola lalandi), en el sector Punta Lavata 2, al suroeste de Punta Lavata, comuna de Tal Tal, provincia de Antofagasta - región de Antofagasta. pert n° 212024007",2159831099,DIA,Otro,Región de Antofagasta,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
"Incremento de la Autonomía para asegurar la Disponibilidad de Combustibles, Planta Mejillones",2159622374,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,43,,174,422,35,21,448,3,0,29,,118,285,22,13,301
"CULTIVO COMERCIAL DE DORADO (Seriola lalandi), EN EL SECTOR PUNTA LAVATA 1, AL SUROESTE DE PUNTA LAVATA, COMUNA DE TAL TAL, PROVINCIA DE ANTOFAGASTA - REGIÓN DE ANTOFAGASTA. PERT N° 212024003",2159830715,DIA,Otro,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Exploraciones Aida,2159533482,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,5,0,48,137,81,479,32,40,524,3,0,31,93,56,323,22,26,352
Abastecimiento Agua de Mar Minera Franke,2159534351,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,43,,76,273,26,24,303,4,0,30,,49,185,18,16,205
Bodegas de Sustancias Peligrosas Logística FG,2159585865,DIA,No calificado,Región de Antofagasta,,False,0,0,0,7,0,,,,,,,,5,0,,,,,,,
Transporte de ácido sulfúrico en tractocamiones hacia Minera Escondida y Minera Zaldivar desde puntos de despacho de la región de Antofagasta,2159481958,DIA,No calificado,Región de Antofagasta,,False,0,0,0,8,0,,,,,,,,4,0,,,,,,,
CONSOLIDACIÓN PATIO ÁCIDO NITRICO Y AVANCES TECNOLÓGICOS PANNA 4,2159314402,DIA,No calificado,Región de Antofagasta,,False,0,0,0,6,0,,,,,,,,4,0,,,,,,,
"Almacenamiento de Sustancias Peligrosas Clase 6 y 8, Bodegas Dixie, Antofagasta",2159310575,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,46,,28,204,22,26,236,4,0,30,,20,137,15,16,157
"Traslado y Reposición Subestación Eléctrica Chamy, División Radomiro Tomic",2159178119,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,7,0,43,79,35,326,29,24,357,5,0,29,54,24,222,20,15,242
Prospecciones Avanzadas Cachorro,2159214715,DIA,Desistido,Región de Antofagasta,,False,0,0,0,5,0,,,,,,,,3,0,,,,,,,
"Actualización de Recursos y Reserva Parte II, Explotación Subterránea Pampa Augusta Victoria de Faena Minera El Peñón",2158921029,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,42,,73,241,28,26,273,4,0,29,,50,163,19,16,183
Aumento capacidad de almacenamiento de combustible Distrito Centinela,2158952386,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,4,0,44,,49,219,28,21,244,2,0,30,,33,147,18,15,164
Abastecimiento Agua de Mar Minera Franke,2158816222,DIA,Desistido,Región de Antofagasta,,False,0,0,0,7,0,,,,,,,,5,0,,,,,,,
Ajustes Operacionales Área Mina,2158438731,DIA,Aprobado,Región de Antofagasta,ICSARA,True,1,2,2,6,0,43,173,112,301,34,21,328,4,0,29,117,77,202,22,15,221
Ampliación en Subestación Frontera y Seccionamiento Línea 2x220 Encuentro-Laguna,2158862523,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,43,,33,176,24,20,202,4,0,29,,23,121,18,12,137
PROSPECCIONES PAMPA PACIENCIA,2158864741,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,43,,88,264,35,24,293,3,0,29,,60,177,24,16,196
Parque Fotovoltaico Cristales,2158765112,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,6,0,44,109,59,349,25,22,377,4,0,30,74,40,236,17,16,256
Proyecto Prospecciones Aida,2158519340,DIA,Desistido,Región de Antofagasta,,False,0,0,0,6,0,,,,,,,,4,0,,,,,,,
Ampliación en SE Ana María y Seccionamiento Línea 2x220 kV Frontera-María Elena,2158438113,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,42,,95,249,30,20,275,4,0,30,,67,172,20,13,189
Habilitación de Puntos de Monitoreo para variables Hídricas,2158453751,DIA,Aprobado,Región de Antofagasta,PAC,True,2,2,2,1,0,42,80,116,367,26,17,385,1,0,30,54,81,248,17,13,262
Ampliación en SE Frontera y Seccionamiento Línea 2x220 kV Encuentro-Lagunas,2158429244,DIA,Desistido,Región de Antofagasta,,False,0,0,0,,,,,,,,,,,,,,,,,,
Remoción y reprocesamiento de relaves desde el Tranque Hamburgo,2158412419,DIA,Desistido,Región de Antofagasta,,False,0,0,0,6,0,,,,,,,,4,0,,,,,,,
Actualización Plan de Mantenimiento de Hábitat en Botadero Existente,2158040789,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,7,0,42,,279,513,23,21,541,5,0,30,,189,351,16,14,370
Transporte Ferroviario en Región de Antofagasta,2157970182,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,10,0,38,,85,214,29,27,251,5,0,28,,59,150,21,18,173
Parque Fotovoltaico Terrazas,2157762502,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,7,0,42,99,138,477,25,25,509,5,0,29,69,93,326,18,16,347
"Actualización del consumo, almacenamiento y transporte de sustancias peligrosas",2157858453,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,42,,57,244,26,33,283,4,0,29,,41,168,17,21,193
Ampliación en SE Frontera y Seccionamiento Línea 2x220 kV Encuentro-Lagunas,2157928736,DIA,Otro,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Ampliación en SE Ana María y Seccionamiento Línea 2x220 kV Frontera-María Elena,2157947195,DIA,Otro,Región de Antofagasta,,False,0,0,0,5,,,,,,,,,3,,,,,,,,
Aumento Movimientos Mina DGM,2157616419,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,43,,57,308,33,23,336,3,0,29,,41,211,21,16,230
Tendido segundo circuito Línea 2x220 kV Nueva Chuquicamata - Calama,2157658825,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,43,,127,288,27,23,316,3,0,29,,89,199,18,15,217
Parque Eólico Pampa Fidelia,2157238670,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,4,0,44,,144,297,28,31,332,2,0,30,,100,206,20,18,226
Parque Fotovoltaico Parina Solar,2157664677,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,6,0,44,69,108,508,28,26,540,4,0,30,49,74,348,19,17,369
Terminal de Mantención Mejillones,2157155483,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,7,0,43,,107,318,29,21,346,5,0,30,,75,219,19,14,238
"Saneamiento ambiental de suelos contaminados, Sector EXFFCC Taltal",2157370529,DIA,Desistido,Región de Antofagasta,,False,0,0,0,27,0,,,,,,,,17,0,,,,,,,
Proyecto Alba,2157280115,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,3,0,46,81,81,396,32,22,421,3,0,30,57,55,268,20,15,286
Parque Fotovoltaico Parina Solar,2157311911,DIA,Otro,Región de Antofagasta,,False,0,0,0,2,,,,,,,,,2,,,,,,,,
Línea Eléctrica Bypass Antofagasta,2157271364,DIA,Desistido,Región de Antofagasta,ICSARA,True,0,0,1,3,0,46,,,,,,,3,0,30,,,,,,
Saneamiento ambiental de suelos contaminados  Sector EX FFCC Taltal,2156894690,DIA,Desistido,Región de Antofagasta,,False,0,0,0,,,,,,,,,,,,,,,,,,
Extracción Diatomea,2156450559,DIA,Desistido,Región de Antofagasta,,False,0,0,0,,,,,,,,,,,,,,,,,,
Ampliación de capacidad de almacenamiento de GLP Planta Antofagasta,2156825651,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,4,0,45,,134,304,30,25,333,2,0,30,,92,207,20,17,226
"Aumento de Capacidad Planta Concentradora Mantos Blancos, Fase II",2156796656,DIA,Desistido,Región de Antofagasta,PAC,True,1,2,2,5,0,47,154,39,,,,,3,0,30,106,28,,,,
Ampliación de capacidad de almacenamiento de GLP Planta Antofagasta,2156659675,DIA,Desistido,Región de Antofagasta,,False,0,0,0,,,,,,,,,,,,,,,,,,
Actividades Mineras en Período 2024/2025,2156485242,DIA,Desistido,Región de Antofagasta,,False,0,0,0,6,0,,,,,,,,4,0,,,,,,,
Centro de Recepción y Disposición Final de Biosólidos,2156475386,DIA,Desistido,Región de Antofagasta,ICSARA,True,0,2,2,6,0,41,,119,321,23,28,355,4,0,28,,79,219,17,18,241
Proyecto Referencial Ampliación y Mejoramiento Aeropuerto Andrés Sabella,2156267827,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,3,0,44,,180,417,22,24,444,1,0,30,,120,285,16,15,301
Plan de Desarrollo Michilla,2154794710,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,44,,230,504,26,27,536,3,0,30,,156,341,16,18,362
Ajuste Línea de Transmisión Eléctrica Norte Parque Eólico Horizonte,2155723694,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,19,0,44,,86,287,19,16,322,13,0,30,,59,195,13,12,220
Parque Fotovoltaico Socompa Solar,2155915115,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,43,,170,350,28,18,373,3,0,29,,115,238,19,14,255
Transporte terrestre de ácido sulfúrico,2155689137,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,5,0,42,,72,265,26,17,287,3,0,30,,49,179,17,13,195
Proyecto minero Comahue,2155491655,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,4,0,41,,92,318,28,22,344,4,0,29,,63,216,20,16,236
Abastecimiento de Agua de Mar Distrito Minero Altamira,2154485075,DIA,Otro,Región de Antofagasta,,False,0,0,0,26,,,,,,,,,18,,,,,,,,
"Almacenamiento de Sustancias Peligrosas, Clase 6 y 8, Bodegas DIXIE, Antofagasta",2155185100,DIA,Desistido,Región de Antofagasta,ICSARA,True,0,0,1,7,0,42,,,,,,,5,0,30,,,,,,
Bodega de Sustancias Peligrosas FG,2155186708,DIA,Desistido,Región de Antofagasta,ICSARA,True,0,0,1,6,0,41,,,,,,,4,0,29,,,,,,
Adecuación Obras Mineras para Continuidad Operacional de CMLB,2154761471,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,42,,108,316,26,23,345,4,0,30,,75,216,17,16,236
Ajustes Constructivos a Instalaciones de Relaves Espesados,2154669144,DIA,Aprobado,Región de Antofagasta,PAC,True,1,2,2,3,0,42,60,57,369,27,19,391,3,0,30,41,39,252,18,13,268
Proyecto Prospecciones Aida,2154471761,DIA,No calificado,Región de Antofagasta,,False,0,0,0,4,0,,,,,,,,2,0,,,,,,,
Ampliación de capacidad de almacenamiento de Sustancias Químicas,2154670313,DIA,Aprobado,Región de Antofagasta,ICSARA,True,0,2,2,6,0,42,,149,406,28,22,434,4,0,30,,104,279,20,16,299
Abastecimiento de Agua de Mar Distrito Minero Altamira,2154485080,DIA,Desistido,Región de Antofagasta,,False,0,0,0,,,,,,,,,,,,,,,,,,
Proyecto de Producción de Hidrógeno y Amoniaco Verde - H2 Magallanes,2165025085,EIA,En Calificación (Suspendido),Región de Magallanes,PAC,True,1,0,1,7,0,87,84,,,,,,5,0,60,57,,,,,
Proyecto integral para la producción y exportación de amoniaco verde - HNH ENERGY,2162603863,EIA,En Calificación (Suspendido),Región de Magallanes,PAC,True,1,1,2,7,0,90,30,280,,,,,5,0,60,20,192,,,,
Parque Eólico Faro del Sur,2160813317,EIA,Aprobado,Región de Magallanes,PAC,True,2,2,2,7,4,84,65,319,757,69,16,784,5,1,59,44,217,515,46,12,533
Parque Eólico Vientos Patagónicos,2160078437,EIA,Aprobado,Región de Magallanes,PAC,True,1,2,2,10,0,91,39,346,736,68,22,768,5,0,60,29,233,500,45,15,520
Parque Eólico Faro del Sur,2156419025,EIA,Desistido,Región de Magallanes,,False,0,0,0,7,0,,,,,,,,5,0,,,,,,,
MEJORAMIENTO CAPACIDAD DE ATRAQUE TERMINAL MARÍTIMO DE PUERTO NATALES,2154660265,DIA,Desistido,Región de Magallanes,ICSARA,True,0,0,1,9,3,39,,,,,,,7,1,29,,,,,,
Modernización del Sistema de Abastecimiento de Combustibles para el Aeropuerto Carlos Ibáñez del Campo en Punta Arenas,2154675550,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
Construcción de líneas de flujo en área Jauke,2154760796,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,3,0,39,,49,209,35,18,230,3,0,27,,34,145,24,12,160
Modernización del Sistema de Abastecimiento de Combustibles para el Aeropuerto Carlos Ibáñez del Campo en Punta Arenas,2154945526,DIA,No calificado,Región de Magallanes,,False,0,0,0,7,0,,,,,,,,5,0,,,,,,,
Expediciones de navegación y avistamiento de fauna en el Área Marina Costera Protegida y Parque Marino Francisco Coloane,2155083191,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,3,1,40,,117,215,58,21,240,3,1,28,,80,149,41,13,166
Fracturación Hidráulica Pozo Exploratorio Picuyo ZG-A,2155278846,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,6,1,42,,28,122,52,19,148,4,1,29,,20,85,36,13,103
"(120137) Modificación de Proyecto Técnico, Centro de Engorda de Salmónidos, Canal Valdés, al Norte  de Caleta Fog, RCA N°009/2012",2155422524,DIA,Desistido,Región de Magallanes,ICSARA,True,0,1,2,5,1,35,,398,,,,,3,1,24,,272,,,,
Fracturación Hidráulica PAD Rancho Grande ZG-A,2155436230,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,5,0,36,,28,107,43,19,131,3,0,25,,20,74,29,13,90
Línea de Flujo PAD Cahuil Z/AB/AD,2155650743,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,5,3,36,,29,101,36,26,135,4,1,26,,19,71,26,17,93
Línea de Flujo PAD Rancho Grande ZG-A,2155653010,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,5,3,36,,29,101,36,26,135,4,1,26,,19,71,26,17,93
"PUERTO NUEVO, ENSENADA MORENO, SENO SKYRING, COMUNA DE RIO VERDE, REGIÓN DE MAGALLANES Y ANTARTICA CHILENA",2156219981,DIA,No calificado,Región de Magallanes,,False,0,0,0,13,2,,,,,,,,9,1,,,,,,,
"Construcción de Colector de 14, Nudo Bahía Felipe a Nudo Chorrillo Cortado",2156296060,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,3,2,36,,28,98,34,26,129,1,1,25,,19,66,22,17,85
Ampliación de Biomasa de Centro de Engorda de Salmones. Código de centro Nº 120135. Centro Punta Goddard. RCA Nº 007/2012,2156325560,DIA,Desistido,Región de Magallanes,,False,0,0,0,,,,,,,,,,,,,,,,,,
Ampliación de Biomasa del Centro de Engorda de Salmones. Código de Centro Nº 120135. Centro Punta Goddard. RCA Nº 007/2012,2156395867,DIA,Desistido,Región de Magallanes,PAC,True,2,0,1,7,0,42,115,,,,,,5,0,29,77,,,,,
"Construccion Centro de Gestion de Residuos Solidos, Magallanes",2156469363,DIA,Desistido,Región de Magallanes,,False,0,0,0,,,,,,,,,,,,,,,,,,
Ampliación de Biomasa del Centro de Engorda de Salmones. Código de Centro Nº 120136. Centro Morgan. RCA Nº 011/2012,2156476401,DIA,Desistido,Región de Magallanes,PAC,True,2,0,1,7,0,38,116,,,,,,5,0,25,78,,,,,
Centro de Gestión de Residuos Sólidos Tierra del Fuego,2156472061,DIA,Desistido,Región de Magallanes,,False,0,0,0,,,,,,,,,,,,,,,,,,
Oleoducto Golondrina-Cullen,2156499977,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,4,3,37,,30,112,45,32,151,4,1,26,,20,74,28,23,102
Ductos para el Transporte de Agua de Formación en Sector de Tres Lagos,2156502281,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,4,3,37,,91,240,16,22,269,4,1,26,,60,164,12,15,184
ESTIMULACIÓN HIDRÁULICA POZO JAUKE NORTE X-1,2156509016,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,4,,,,,,,,,4,,,,,,,,
Fracturación Hidráulica de 2 PAD Cahuil,2156585533,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,5,0,34,,30,126,12,22,153,3,0,23,,20,84,8,15,102
Fracturación Hidráulica Pozo Exploratorio Hollister A,2156585651,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,5,0,34,,30,133,16,15,153,3,0,23,,20,88,11,11,102
Línea de Flujo PAD Estancia Rita ZG-C,2156701562,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,1,0,40,,26,98,32,21,120,1,0,26,,17,65,22,14,80
ESTIMULACIÓN HIDRÁULICA POZO JAUKE NORTE X-1,2156697316,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,7,1,34,,59,190,15,42,240,5,1,22,,40,129,11,29,164
Centro de Gestión de Residuos Sólidos Tierra del Fuego,2156651273,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,13,0,43,,74,271,25,15,299,8,0,29,,48,184,16,11,203
Estimulación Hidráulica pozo Monte Aymond 34,2156813127,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,0,1,33,,59,190,16,41,232,0,1,21,,40,129,12,28,158
CENTRAL DE GENERACIÓN DE ENERGÍA ELÉCTRICA A GAS LAS LENGAS,2156700763,DIA,No Admitido a Tramitación,Región de Magallanes,,False,0,0,0,7,,,,,,,,,5,,,,,,,,
Extracción y Procesamiento de Áridos La Italiana,2156897452,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,6,0,41,,69,165,55,24,195,4,0,26,,46,110,38,18,132
CENTRAL DE GENERACIÓN DE ENERGÍA ELÉCTRICA A GAS LAS LENGAS,2156957631,DIA,No calificado,Región de Magallanes,,False,0,0,0,7,0,,,,,,,,3,0,,,,,,,
Modernización del Sistema de Abastecimiento de Combustibles para el Aeropuerto Presidente Carlos Ibáñez del Campo en Punta Arenas,2157118720,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,7,1,41,,58,181,23,22,211,3,1,26,,41,124,17,15,143
Estimulación hidráulica pozo Ache Este 2,2157148455,DIA,Desistido,Región de Magallanes,,False,0,0,0,,,,,,,,,,,,,,,,,,
Producción de pozo Jauke Norte x-1,2157126830,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,8,3,32,,63,176,21,23,210,4,1,23,,42,121,15,16,142
Regularización Empréstito San Antonio,2157169157,DIA,Desistido,Región de Magallanes,,False,0,0,0,,,,,,,,,,,,,,,,,,
Regularización Empréstito San Antonio,2157169111,DIA,Desistido,Región de Magallanes,ICSARA,True,0,1,2,7,0,44,,191,,,,,5,0,29,,133,,,,
Estimulación hidráulica pozo Ache Este 2,2157169009,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,4,1,42,,59,172,20,23,200,3,1,27,,39,117,14,16,137
Proyecto Habitacional Brisas del Estrecho,2157288407,DIA,Aprobado,Región de Magallanes,PAC,True,2,2,2,4,0,44,57,56,216,20,15,235,2,0,30,39,40,148,14,11,161
Línea de Flujo Ensenada Baja,2157306113,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,2,0,40,,129,259,30,16,277,2,0,26,,91,177,20,12,191
Fracturación Hidráulica PAD Estancia Rita ZG-C,2157299795,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,3,0,35,,32,83,16,19,105,3,0,23,,21,55,11,13,71
"Centro de Gestion de Residuos Solidos, Magallanes",2156689181,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,2,2,3,0,46,,115,348,29,33,384,3,0,30,,81,237,19,20,260
Regularización Muelle de Operaciones,2157668940,DIA,Aprobado,Región de Magallanes,PAC,True,2,2,2,8,0,36,131,204,596,42,19,623,6,0,25,90,138,407,29,12,425
"Modificación de Biomasa del Cultivo De Salmón Atlántico, RCA 80/2016, Ces Isla Marta, Código De Centro N°120108",2158042000,DIA,Aprobado,Región de Magallanes,PAC,True,2,2,2,8,0,42,119,411,850,26,11,869,5,0,30,83,277,578,16,9,592
Central de Generación de Energía Eléctrica a Gas Las Lengas,2158415923,DIA,Aprobado,Región de Magallanes,PAC,True,2,2,2,6,0,42,104,11,265,25,21,292,4,0,30,72,7,181,16,13,198
Estimulación Hidráulica en pozos Jauke 6 y Jauke Sur x-1,2158721701,DIA,Desistido,Región de Magallanes,,False,0,0,0,4,0,,,,,,,,4,0,,,,,,,
Nuevas Líneas de Flujo Sub-Bloque Cabaña Oeste,2159047450,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,4,0,41,,32,118,45,34,156,4,0,28,,20,80,32,22,106
Fracturación Hidráulica para el Pozo Exploratorio Hemmer A,2159229582,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,7,0,37,,63,115,15,21,143,5,0,25,,44,80,11,13,98
LINEA DE FLUJO PAD CACHAÑA ZG-B,2159235137,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,7,0,35,,28,86,23,34,127,5,0,23,,20,59,16,22,86
Varadero Logística y Servicios Ltda.,2159439586,DIA,Desistido,Región de Magallanes,,False,0,0,0,6,,,,,,,,,4,,,,,,,,
Nuevas Fracturas Hidráulicas en el Sub-Bloque Dorado Riquelme,2159427063,DIA,Aprobado,Región de Magallanes,ICSARA,True,0,1,1,7,0,33,,29,89,27,22,118,5,0,21,,20,60,19,14,79
